date,0
2022-01-18,99808432.243601
2022-01-19,99810100.92999473
2022-01-20,99790080.93605247
2022-01-21,99748372.68605247
2022-01-24,99888512.21937004
2022-01-25,99787856.44513908
2022-01-26,99691092.99965873
2022-01-27,99612125.48148552
2022-01-28,99731132.98754326
2022-01-31,99809544.70119682
2022-02-01,99795641.95119682
2022-02-02,99836793.9723989
2022-02-03,99773953.69513908
2022-02-04,99674409.95422569
2022-02-07,99688312.70422569
2022-02-08,99698322.70119682
2022-02-09,99785631.95422569
2022-02-10,99648828.94513908
2022-02-11,99591549.6830236
2022-02-14,99578758.96634117
2022-02-15,99590437.22542778
2022-02-16,99614906.20119682
2022-02-17,99554846.21937004
2022-02-18,99506464.49662986
2022-02-22,99527596.94816795
2022-02-23,99403028.42696586
2022-02-24,99455302.47845665
2022-02-25,99689980.96634117
2022-02-28,99680527.19816795
2022-03-01,99578416.97317946
2022-03-02,99905259.97452986
2022-03-03,99865289.59421217
2022-03-04,99518951.22644484
2022-03-07,98823285.04307234
2022-03-08,98509239.80994093
2022-03-09,99232178.30789626
2022-03-10,98974530.28367293
2022-03-11,98665410.27625716
2022-03-14,98532370.10767043
2022-03-15,98992926.1114012
2022-03-16,99425821.09330428
2022-03-17,99671167.90128767
2022-03-18,99949908.71821272
2022-03-21,99996735.75123274
2022-03-22,100316614.52921736
2022-03-23,100073303.70136702
2022-03-24,100363496.71059859
2022-03-25,100484476.33495772
2022-03-28,100716017.31633437
2022-03-29,100970507.4521147
2022-03-30,100807018.37345564
2022-03-31,100534078.18349135
2022-04-01,100652599.52571547
2022-04-04,100795993.88438857
2022-04-05,100574942.56540358
2022-04-06,100222720.01413405
2022-04-07,100345442.80218184
2022-04-08,100303276.1737715
2022-04-11,99986688.14974654
2022-04-12,99984017.51891768
2022-04-13,100179600.20726454
2022-04-14,99783425.3599211
2022-04-18,99816490.93565047
2022-04-19,100073031.0183531
2022-04-20,100176968.63151991
2022-04-21,100061553.2972151
2022-04-22,99610969.13480055
2022-04-25,99836339.49577773
2022-04-26,99351084.06752455
2022-04-27,99574019.63560164
2022-04-28,99983544.8452574
2022-04-29,99345111.80069411
2022-05-02,99456845.47435847
2022-05-03,99423975.30759516
2022-05-04,100389455.63612452
2022-05-05,99047975.8583993
2022-05-06,99207820.96115962
2022-05-09,98265037.25451747
2022-05-10,98613308.87629023
2022-05-11,97831681.01770869
2022-05-12,97394169.1384286
2022-05-13,98092179.14806452
2022-05-16,98003287.40987483
2022-05-17,98508327.80175868
2022-05-18,97292443.27024928
2022-05-19,97012763.66999903
2022-05-20,97054260.02482691
2022-05-23,97743638.95340815
2022-05-24,97545178.25511256
2022-05-25,97661246.41188136
2022-05-26,98097885.16067591
2022-05-27,98873992.89460078
2022-05-31,98696744.73506251
2022-06-01,98589077.14670649
2022-06-02,98990101.81560603
2022-06-03,98321957.37784663
2022-06-06,98484603.12351313
2022-06-07,98770212.27340785
2022-06-08,98539648.89885035
2022-06-09,97836142.186654
2022-06-10,96813882.06614771
2022-06-13,95812289.27780238
2022-06-14,96081611.23722163
2022-06-15,96510652.28347865
2022-06-16,95778437.50539485
2022-06-17,95970298.83006373
2022-06-21,96659627.8617486
2022-06-22,96569372.17654505
2022-06-23,96994933.24124232
2022-06-24,97816343.5524377
2022-06-27,97699677.22154322
2022-06-28,96883871.0469903
2022-06-29,97262289.6228036
2022-06-30,96943250.33684626
2022-07-01,97351940.63572016
2022-07-05,97685399.35433283
2022-07-06,97957581.7279748
2022-07-07,98281819.74589625
2022-07-08,98350498.35226527
2022-07-11,98034925.8751916
2022-07-12,97693023.9805688
2022-07-13,97642684.47332087
2022-07-14,97879940.1511468
2022-07-15,98108199.75672999
2022-07-18,97676167.31512538
2022-07-19,98287934.48864833
2022-07-20,98557118.1548318
2022-07-21,98767913.67744532
2022-07-22,98480056.33558741
2022-07-25,98431101.22931758
2022-07-26,98066274.66932002
2022-07-27,99137659.10431758
2022-07-28,99580992.6223382
2022-07-29,100197296.53975001
2022-08-01,99888391.73513739
2022-08-02,99625987.73405401
2022-08-03,100316726.46191733
2022-08-04,100305767.42261069
2022-08-05,100252453.02342932
2022-08-08,100136534.04074042
2022-08-09,100215433.90609305
2022-08-10,100760125.93492834
2022-08-11,100660237.7603182
2022-08-12,101135148.94569342
2022-08-15,101277306.79453222
2022-08-16,101301061.22492544
2022-08-17,101331139.10414831
2022-08-18,101266230.04326575
2022-08-19,100852295.18067496
2022-08-22,100178058.72269766
2022-08-23,100126227.85737173
2022-08-24,100183018.743133
2022-08-25,100517910.31631415
2022-08-26,99614797.20030157
2022-08-29,99336076.0160021
2022-08-30,99071558.91770498
2022-08-31,98841393.70621054
2022-09-01,98875659.97265188
2022-09-02,98515457.40202658
2022-09-06,98320677.53933279
2022-09-07,98648694.57849447
2022-09-08,98606567.98497336
2022-09-09,99033325.18041937
2022-09-12,99529872.62002127
2022-09-13,98260457.89135306
2022-09-14,98361977.25012152
2022-09-15,97913070.21481268
2022-09-16,97757116.15544073
2022-09-19,98049644.23914282
2022-09-20,98099240.36029379
2022-09-21,97678691.8331217
2022-09-22,97653603.41017096
2022-09-23,97391361.52154104
2022-09-26,97341857.70908682
2022-09-27,97385180.46587317
2022-09-28,97527760.75689642
2022-09-29,96910617.73912756
2022-09-30,96443419.49467413
2022-10-03,97072577.23889868
2022-10-04,97704921.138122
2022-10-05,97716999.45812933
2022-10-06,97524510.71774237
2022-10-07,96639559.55945532
2022-10-10,96452567.2870783
2022-10-11,96234797.58007757
2022-10-12,96154834.79978125
